object;date/time;1;2;3;
1;01.11.22 00:00:00;6.52;12.12;6.06;
1;02.11.22 00:00:00;6.52;12.12;6.06;
1;03.11.22 00:00:00;6.52;12.12;6.06;
1;04.11.22 00:00:00;6.52;12.12;6.06;
1;05.11.22 00:00:00;6.52;12.12;6.06;
1;06.11.22 00:00:00;6.52;12.12;6.06;
1;07.11.22 00:00:00;6.52;12.12;6.06;
1;08.11.22 00:00:00;6.52;12.12;6.06;
1;09.11.22 00:00:00;6.52;12.12;6.06;
1;10.11.22 00:00:00;6.52;12.12;6.06;
1;11.11.22 00:00:00;6.52;12.12;6.06;
1;12.11.22 00:00:00;6.52;12.12;6.06;
1;13.11.22 00:00:00;6.52;12.12;6.06;
1;14.11.22 00:00:00;6.52;12.12;6.06;
1;15.11.22 00:00:00;6.52;12.12;6.06;
1;16.11.22 00:00:00;6.52;12.12;6.06;
1;17.11.22 00:00:00;6.52;12.12;6.06;
1;18.11.22 00:00:00;6.52;12.12;6.06;
1;19.11.22 00:00:00;6.52;12.12;6.06;
1;20.11.22 00:00:00;6.52;12.12;6.06;
1;21.11.22 00:00:00;6.52;12.12;6.06;
1;22.11.22 00:00:00;6.52;12.12;6.06;
1;23.11.22 00:00:00;6.52;12.12;6.06;
1;24.11.22 00:00:00;6.52;12.12;6.06;
1;25.11.22 00:00:00;6.52;12.12;6.06;
1;26.11.22 00:00:00;6.52;12.12;6.06;
1;27.11.22 00:00:00;6.52;12.12;6.06;
1;28.11.22 00:00:00;6.52;12.12;6.06;
1;29.11.22 00:00:00;6.52;12.12;6.06;
1;30.11.22 00:00:00;6.52;12.12;6.06;
1;01.12.22 00:00:00;6.52;12.12;6.06;
1;02.12.22 00:00:00;6.52;12.12;6.06;
1;03.12.22 00:00:00;6.52;12.12;6.06;
1;04.12.22 00:00:00;6.52;12.12;6.06;
1;05.12.22 00:00:00;6.52;12.12;6.06;
1;06.12.22 00:00:00;6.52;12.12;6.06;
1;07.12.22 00:00:00;6.52;12.12;6.06;
1;08.12.22 00:00:00;6.52;12.12;6.06;
1;09.12.22 00:00:00;6.52;12.12;6.06;
1;10.12.22 00:00:00;6.52;12.12;6.06;
1;11.12.22 00:00:00;6.52;12.12;6.06;
1;12.12.22 00:00:00;6.52;12.12;6.06;
1;13.12.22 00:00:00;6.52;12.12;6.06;
1;14.12.22 00:00:00;6.52;12.12;6.06;
1;15.12.22 00:00:00;6.52;12.12;6.06;
1;16.12.22 00:00:00;6.52;12.12;6.06;
1;17.12.22 00:00:00;6.52;12.12;6.06;
1;18.12.22 00:00:00;6.52;12.12;6.06;
1;19.12.22 00:00:00;6.52;12.12;6.06;
1;20.12.22 00:00:00;6.52;12.12;6.06;
1;21.12.22 00:00:00;6.52;12.12;6.06;
1;22.12.22 00:00:00;6.52;12.12;6.06;
1;23.12.22 00:00:00;6.52;12.12;6.06;
1;24.12.22 00:00:00;6.52;12.12;6.06;
1;25.12.22 00:00:00;6.52;12.12;6.06;
1;26.12.22 00:00:00;6.52;12.12;6.06;
1;27.12.22 00:00:00;6.52;12.12;6.06;
1;28.12.22 00:00:00;6.52;12.12;6.06;
1;29.12.22 00:00:00;6.52;12.12;6.06;
1;30.12.22 00:00:00;6.52;12.12;6.06;
1;31.12.22 00:00:00;6.52;12.12;6.06;
1;01.01.23 00:00:00;6.52;12.12;6.06;
1;02.01.23 00:00:00;6.52;12.12;6.06;
1;03.01.23 00:00:00;6.52;12.12;6.06;
1;04.01.23 00:00:00;6.52;12.12;6.06;
1;05.01.23 00:00:00;6.52;12.12;6.06;
1;06.01.23 00:00:00;6.52;12.12;6.06;
1;07.01.23 00:00:00;6.52;12.12;6.06;
1;08.01.23 00:00:00;6.52;12.12;6.06;
1;09.01.23 00:00:00;6.52;12.12;6.06;
1;10.01.23 00:00:00;6.52;12.12;6.06;
1;11.01.23 00:00:00;6.52;12.12;6.06;
1;12.01.23 00:00:00;6.52;12.12;6.06;
1;13.01.23 00:00:00;6.52;12.12;6.06;
1;14.01.23 00:00:00;6.52;12.12;6.06;
1;15.01.23 00:00:00;6.52;12.12;6.06;
1;16.01.23 00:00:00;6.52;12.12;6.06;
1;17.01.23 00:00:00;6.52;12.12;6.06;
1;18.01.23 00:00:00;6.52;12.12;6.06;
1;19.01.23 00:00:00;6.52;12.12;6.06;
1;20.01.23 00:00:00;6.52;12.12;6.06;
1;21.01.23 00:00:00;6.52;12.12;6.06;
1;22.01.23 00:00:00;6.52;12.12;6.06;
1;23.01.23 00:00:00;6.52;12.12;6.06;
1;24.01.23 00:00:00;6.52;12.12;6.06;
1;25.01.23 00:00:00;6.52;12.12;6.06;
1;26.01.23 00:00:00;6.52;12.12;6.06;
1;27.01.23 00:00:00;6.52;12.12;6.06;
1;28.01.23 00:00:00;6.52;12.12;6.06;
1;29.01.23 00:00:00;6.52;12.12;6.06;
1;30.01.23 00:00:00;6.52;12.12;6.06;
1;31.01.23 00:00:00;6.52;12.12;6.06;
1;01.02.23 00:00:00;6.52;12.12;6.06;
1;02.02.23 00:00:00;6.52;12.12;6.06;
1;03.02.23 00:00:00;6.52;12.12;6.06;
1;04.02.23 00:00:00;6.52;12.12;6.06;
1;05.02.23 00:00:00;6.52;12.12;6.06;
1;06.02.23 00:00:00;6.52;12.12;6.06;
1;07.02.23 00:00:00;6.52;12.12;6.06;
1;08.02.23 00:00:00;6.52;12.12;6.06;
1;09.02.23 00:00:00;6.52;12.12;6.06;
1;10.02.23 00:00:00;6.52;12.12;6.06;
1;11.02.23 00:00:00;6.52;12.12;6.06;
1;12.02.23 00:00:00;6.52;12.12;6.06;
1;13.02.23 00:00:00;6.52;12.12;6.06;
1;14.02.23 00:00:00;6.52;12.12;6.06;
1;15.02.23 00:00:00;6.52;12.12;6.06;
1;16.02.23 00:00:00;6.52;12.12;6.06;
1;17.02.23 00:00:00;6.52;12.12;6.06;
1;18.02.23 00:00:00;6.52;12.12;6.06;
1;19.02.23 00:00:00;6.52;12.12;6.06;
1;20.02.23 00:00:00;6.52;12.12;6.06;
1;21.02.23 00:00:00;6.52;12.12;6.06;
1;22.02.23 00:00:00;6.52;12.12;6.06;
1;23.02.23 00:00:00;6.52;12.12;6.06;
1;24.02.23 00:00:00;6.52;12.12;6.06;
1;25.02.23 00:00:00;6.52;12.12;6.06;
1;26.02.23 00:00:00;6.52;12.12;6.06;
1;27.02.23 00:00:00;6.52;12.12;6.06;
1;28.02.23 00:00:00;6.52;12.12;6.06;
1;01.03.23 00:00:00;6.52;12.12;6.06;
1;02.03.23 00:00:00;6.52;12.12;6.06;
1;03.03.23 00:00:00;6.52;12.12;6.06;
1;04.03.23 00:00:00;6.52;12.12;6.06;
1;05.03.23 00:00:00;6.52;12.12;6.06;
1;06.03.23 00:00:00;6.52;12.12;6.06;
1;07.03.23 00:00:00;6.52;12.12;6.06;
1;08.03.23 00:00:00;6.52;12.12;6.06;
1;09.03.23 00:00:00;6.52;12.12;6.06;
1;10.03.23 00:00:00;6.52;12.12;6.06;
1;11.03.23 00:00:00;6.52;12.12;6.06;
1;12.03.23 00:00:00;6.52;12.12;6.06;
1;13.03.23 00:00:00;6.52;12.12;6.06;
1;14.03.23 00:00:00;6.52;12.12;6.06;
1;15.03.23 00:00:00;6.52;12.12;6.06;
1;16.03.23 00:00:00;6.52;12.12;6.06;
1;17.03.23 00:00:00;6.52;12.12;6.06;
1;18.03.23 00:00:00;6.52;12.12;6.06;
1;19.03.23 00:00:00;6.52;12.12;6.06;
1;20.03.23 00:00:00;6.52;12.12;6.06;
1;21.03.23 00:00:00;6.52;12.12;6.06;
1;22.03.23 00:00:00;6.52;12.12;6.06;
1;23.03.23 00:00:00;6.52;12.12;6.06;
1;24.03.23 00:00:00;6.52;12.12;6.06;
1;25.03.23 00:00:00;6.52;12.12;6.06;
1;26.03.23 00:00:00;6.52;12.12;6.06;
1;27.03.23 01:00:00;6.52;12.12;6.06;
1;28.03.23 01:00:00;6.52;12.12;6.06;
1;29.03.23 01:00:00;6.52;12.12;6.06;
1;30.03.23 01:00:00;6.52;12.12;6.06;
1;31.03.23 01:00:00;6.52;12.12;6.06;
1;01.04.23 01:00:00;6.52;12.12;6.06;
1;02.04.23 01:00:00;6.52;12.12;6.06;
1;03.04.23 01:00:00;6.52;12.12;6.06;
1;04.04.23 01:00:00;6.52;12.12;6.06;
1;05.04.23 01:00:00;6.52;12.12;6.06;
1;06.04.23 01:00:00;6.52;12.12;6.06;
1;07.04.23 01:00:00;6.52;12.12;6.06;
1;08.04.23 01:00:00;6.52;12.12;6.06;
1;09.04.23 01:00:00;6.52;12.12;6.06;
1;10.04.23 01:00:00;6.52;12.12;6.06;
1;11.04.23 01:00:00;6.52;12.12;6.06;
1;12.04.23 01:00:00;6.52;12.12;6.06;
1;13.04.23 01:00:00;6.52;12.12;6.06;
1;14.04.23 01:00:00;6.52;12.12;6.06;
1;15.04.23 01:00:00;6.52;12.12;6.06;
1;16.04.23 01:00:00;6.52;12.12;6.06;
1;17.04.23 01:00:00;6.52;12.12;6.06;
1;18.04.23 01:00:00;6.52;12.12;6.06;
1;19.04.23 01:00:00;6.52;12.12;6.06;
1;20.04.23 01:00:00;6.52;12.12;6.06;
1;21.04.23 01:00:00;6.52;12.12;6.06;
1;22.04.23 01:00:00;6.52;12.12;6.06;
1;23.04.23 01:00:00;6.52;12.12;6.06;
1;24.04.23 01:00:00;6.52;12.12;6.06;
1;25.04.23 01:00:00;6.52;12.12;6.06;
1;26.04.23 01:00:00;6.52;12.12;6.06;
1;27.04.23 01:00:00;6.52;12.12;6.06;
1;28.04.23 01:00:00;6.52;12.12;6.06;
1;29.04.23 01:00:00;6.52;12.12;6.06;
1;30.04.23 01:00:00;6.52;12.12;6.06;
1;01.05.23 01:00:00;6.52;12.12;6.06;
1;02.05.23 01:00:00;6.52;12.12;6.06;
1;03.05.23 01:00:00;6.52;12.12;6.06;
1;04.05.23 01:00:00;6.52;12.12;6.06;
1;05.05.23 01:00:00;6.52;12.12;6.06;
1;06.05.23 01:00:00;6.52;12.12;6.06;
1;07.05.23 01:00:00;6.52;12.12;6.06;
1;08.05.23 01:00:00;6.52;12.12;6.06;
1;09.05.23 01:00:00;6.52;12.12;6.06;
1;10.05.23 01:00:00;6.52;12.12;6.06;
1;11.05.23 01:00:00;6.52;12.12;6.06;
1;12.05.23 01:00:00;6.52;12.12;6.06;
1;13.05.23 01:00:00;6.52;12.12;6.06;
1;14.05.23 01:00:00;6.52;12.12;6.06;
1;15.05.23 01:00:00;6.52;12.12;6.06;
1;16.05.23 01:00:00;6.52;12.12;6.06;
1;17.05.23 01:00:00;6.52;12.12;6.06;
1;18.05.23 01:00:00;6.52;12.12;6.06;
1;19.05.23 01:00:00;6.52;12.12;6.06;
1;20.05.23 01:00:00;6.52;12.12;6.06;
1;21.05.23 01:00:00;6.52;12.12;6.06;
1;22.05.23 01:00:00;6.52;12.12;6.06;
1;23.05.23 01:00:00;6.52;12.12;6.06;
1;24.05.23 01:00:00;6.52;12.12;6.06;
1;25.05.23 01:00:00;6.52;12.12;6.06;
1;26.05.23 01:00:00;6.52;12.12;6.06;
1;27.05.23 01:00:00;6.52;12.12;6.06;
1;28.05.23 01:00:00;6.52;12.12;6.06;
1;29.05.23 01:00:00;6.52;12.12;6.06;
1;30.05.23 01:00:00;6.52;12.12;6.06;
1;31.05.23 01:00:00;6.52;12.12;6.06;
1;01.06.23 01:00:00;6.52;12.12;6.06;
1;02.06.23 01:00:00;6.52;12.12;6.06;
1;03.06.23 01:00:00;6.52;12.12;6.06;
1;04.06.23 01:00:00;6.52;12.12;6.06;
1;05.06.23 01:00:00;6.52;12.12;6.06;
1;06.06.23 01:00:00;6.52;12.12;6.06;
1;07.06.23 01:00:00;6.52;12.12;6.06;
1;08.06.23 01:00:00;6.52;12.12;6.06;
1;09.06.23 01:00:00;6.52;12.12;6.06;
1;10.06.23 01:00:00;6.52;12.12;6.06;
1;11.06.23 01:00:00;6.52;12.12;6.06;
1;12.06.23 01:00:00;6.52;12.12;6.06;
1;13.06.23 01:00:00;6.52;12.12;6.06;
1;14.06.23 01:00:00;6.52;12.12;6.06;
1;15.06.23 01:00:00;6.52;12.12;6.06;
1;16.06.23 01:00:00;6.52;12.12;6.06;
1;17.06.23 01:00:00;6.52;12.12;6.06;
1;18.06.23 01:00:00;6.52;12.12;6.06;
1;19.06.23 01:00:00;6.52;12.12;6.06;
1;20.06.23 01:00:00;6.52;12.12;6.06;
1;21.06.23 01:00:00;6.52;12.12;6.06;
1;22.06.23 01:00:00;6.52;12.12;6.06;
1;23.06.23 01:00:00;6.52;12.12;6.06;
1;24.06.23 01:00:00;6.52;12.12;6.06;
1;25.06.23 01:00:00;6.52;12.12;6.06;
1;26.06.23 01:00:00;6.52;12.12;6.06;
1;27.06.23 01:00:00;6.52;12.12;6.06;
1;28.06.23 01:00:00;6.52;12.12;6.06;
1;29.06.23 01:00:00;6.52;12.12;6.06;
1;30.06.23 01:00:00;6.52;12.12;6.06;
1;01.07.23 01:00:00;6.52;12.12;6.06;
1;02.07.23 01:00:00;6.52;12.12;6.06;
1;03.07.23 01:00:00;6.52;12.12;6.06;
1;04.07.23 01:00:00;6.52;12.12;6.06;
1;05.07.23 01:00:00;6.52;12.12;6.06;
1;06.07.23 01:00:00;6.52;12.12;6.06;
1;07.07.23 01:00:00;6.52;12.12;6.06;
1;08.07.23 01:00:00;6.52;12.12;6.06;
1;09.07.23 01:00:00;6.52;12.12;6.06;
1;10.07.23 01:00:00;6.52;12.12;6.06;
1;11.07.23 01:00:00;6.52;12.12;6.06;
1;12.07.23 01:00:00;6.52;12.12;6.06;
1;13.07.23 01:00:00;6.52;12.12;6.06;
1;14.07.23 01:00:00;6.52;12.12;6.06;
1;15.07.23 01:00:00;6.52;12.12;6.06;
1;16.07.23 01:00:00;6.52;12.12;6.06;
1;17.07.23 01:00:00;6.52;12.12;6.06;
1;18.07.23 01:00:00;6.52;12.12;6.06;
1;19.07.23 01:00:00;6.52;12.12;6.06;
1;20.07.23 01:00:00;6.52;12.12;6.06;
1;21.07.23 01:00:00;6.52;12.12;6.06;
1;22.07.23 01:00:00;6.52;12.12;6.06;
1;23.07.23 01:00:00;6.52;12.12;6.06;
1;24.07.23 01:00:00;6.52;12.12;6.06;
1;25.07.23 01:00:00;6.52;12.12;6.06;
1;26.07.23 01:00:00;6.52;12.12;6.06;
1;27.07.23 01:00:00;6.52;12.12;6.06;
1;28.07.23 01:00:00;6.52;12.12;6.06;
1;29.07.23 01:00:00;6.52;12.12;6.06;
1;30.07.23 01:00:00;6.52;12.12;6.06;
1;31.07.23 01:00:00;6.52;12.12;6.06;
1;01.08.23 01:00:00;6.52;12.12;6.06;
1;02.08.23 01:00:00;6.52;12.12;6.06;
1;03.08.23 01:00:00;6.52;12.12;6.06;
1;04.08.23 01:00:00;6.52;12.12;6.06;
1;05.08.23 01:00:00;6.52;12.12;6.06;
1;06.08.23 01:00:00;6.52;12.12;6.06;
1;07.08.23 01:00:00;6.52;12.12;6.06;
1;08.08.23 01:00:00;6.52;12.12;6.06;
1;09.08.23 01:00:00;6.52;12.12;6.06;
1;10.08.23 01:00:00;6.52;12.12;6.06;
1;11.08.23 01:00:00;6.52;12.12;6.06;
1;12.08.23 01:00:00;6.52;12.12;6.06;
1;13.08.23 01:00:00;6.52;12.12;6.06;
1;14.08.23 01:00:00;6.52;12.12;6.06;
1;15.08.23 01:00:00;6.52;12.12;6.06;
1;16.08.23 01:00:00;6.52;12.12;6.06;
1;17.08.23 01:00:00;6.52;12.12;6.06;
1;18.08.23 01:00:00;6.52;12.12;6.06;
1;19.08.23 01:00:00;6.52;12.12;6.06;
1;20.08.23 01:00:00;6.52;12.12;6.06;
1;21.08.23 01:00:00;6.52;12.12;6.06;
1;22.08.23 01:00:00;6.52;12.12;6.06;
1;23.08.23 01:00:00;6.52;12.12;6.06;
1;24.08.23 01:00:00;6.52;12.12;6.06;
1;25.08.23 01:00:00;6.52;12.12;6.06;
1;26.08.23 01:00:00;6.52;12.12;6.06;
1;27.08.23 01:00:00;6.52;12.12;6.06;
1;28.08.23 01:00:00;6.52;12.12;6.06;
1;29.08.23 01:00:00;6.52;12.12;6.06;
1;30.08.23 01:00:00;6.52;12.12;6.06;
1;31.08.23 01:00:00;6.52;12.12;6.06;
1;01.09.23 01:00:00;6.52;12.12;6.06;
1;02.09.23 01:00:00;6.52;12.12;6.06;
1;03.09.23 01:00:00;6.52;12.12;6.06;
1;04.09.23 01:00:00;6.52;12.12;6.06;
1;05.09.23 01:00:00;6.52;12.12;6.06;
1;06.09.23 01:00:00;6.52;12.12;6.06;
1;07.09.23 01:00:00;6.52;12.12;6.06;
1;08.09.23 01:00:00;6.52;12.12;6.06;
1;09.09.23 01:00:00;6.52;12.12;6.06;
1;10.09.23 01:00:00;6.52;12.12;6.06;
1;11.09.23 01:00:00;6.52;12.12;6.06;
1;12.09.23 01:00:00;6.52;12.12;6.06;
1;13.09.23 01:00:00;6.52;12.12;6.06;
1;14.09.23 01:00:00;6.52;12.12;6.06;
1;15.09.23 01:00:00;6.52;12.12;6.06;
1;16.09.23 01:00:00;6.52;12.12;6.06;
1;17.09.23 01:00:00;6.52;12.12;6.06;
1;18.09.23 01:00:00;6.52;12.12;6.06;
1;19.09.23 01:00:00;6.52;12.12;6.06;
1;20.09.23 01:00:00;6.52;12.12;6.06;
1;21.09.23 01:00:00;6.52;12.12;6.06;
1;22.09.23 01:00:00;6.52;12.12;6.06;
1;23.09.23 01:00:00;6.52;12.12;6.06;
1;24.09.23 01:00:00;6.52;12.12;6.06;
1;25.09.23 01:00:00;6.52;12.12;6.06;
1;26.09.23 01:00:00;6.52;12.12;6.06;
1;27.09.23 01:00:00;6.52;12.12;6.06;
1;28.09.23 01:00:00;6.52;12.12;6.06;
1;29.09.23 01:00:00;6.52;12.12;6.06;
1;30.09.23 01:00:00;6.52;12.12;6.06;
1;01.10.23 01:00:00;6.52;12.12;6.06;
1;02.10.23 01:00:00;6.52;12.12;6.06;
1;03.10.23 01:00:00;6.52;12.12;6.06;
1;04.10.23 01:00:00;6.52;12.12;6.06;
1;05.10.23 01:00:00;6.52;12.12;6.06;
1;06.10.23 01:00:00;6.52;12.12;6.06;
1;07.10.23 01:00:00;6.52;12.12;6.06;
1;08.10.23 01:00:00;6.52;12.12;6.06;
1;09.10.23 01:00:00;6.52;12.12;6.06;
1;10.10.23 01:00:00;6.52;12.12;6.06;
1;11.10.23 01:00:00;6.52;12.12;6.06;
1;12.10.23 01:00:00;6.52;12.12;6.06;
1;13.10.23 01:00:00;6.52;12.12;6.06;
1;14.10.23 01:00:00;6.52;12.12;6.06;
1;15.10.23 01:00:00;6.52;12.12;6.06;
1;16.10.23 01:00:00;6.52;12.12;6.06;
1;17.10.23 01:00:00;6.52;12.12;6.06;
1;18.10.23 01:00:00;6.52;12.12;6.06;
1;19.10.23 01:00:00;6.52;12.12;6.06;
1;20.10.23 01:00:00;6.52;12.12;6.06;
1;21.10.23 01:00:00;6.52;12.12;6.06;
1;22.10.23 01:00:00;6.52;12.12;6.06;
1;23.10.23 01:00:00;6.52;12.12;6.06;
1;24.10.23 01:00:00;6.52;12.12;6.06;
1;25.10.23 01:00:00;6.52;12.12;6.06;
1;26.10.23 01:00:00;6.52;12.12;6.06;
1;27.10.23 01:00:00;6.52;12.12;6.06;
1;28.10.23 01:00:00;6.52;12.12;6.06;
1;29.10.23 01:00:00;6.52;12.12;6.06;
1;30.10.23 00:00:00;6.52;12.12;6.06;
1;31.10.23 00:00:00;6.52;12.12;6.06;
1;01.11.23 00:00:00;6.52;12.12;6.06;
1;02.11.23 00:00:00;6.52;12.12;6.06;
1;03.11.23 00:00:00;6.52;12.12;6.06;
1;04.11.23 00:00:00;6.52;12.12;6.06;
1;05.11.23 00:00:00;6.52;12.12;6.06;
1;06.11.23 00:00:00;6.52;12.12;6.06;
1;07.11.23 00:00:00;6.52;12.12;6.06;
1;08.11.23 00:00:00;6.52;12.12;6.06;
1;09.11.23 00:00:00;6.52;12.12;6.06;
1;10.11.23 00:00:00;6.52;12.12;6.06;
1;11.11.23 00:00:00;6.52;12.12;6.06;
1;12.11.23 00:00:00;6.52;12.12;6.06;
1;13.11.23 00:00:00;6.52;12.12;6.06;
1;14.11.23 00:00:00;6.52;12.12;6.06;
1;15.11.23 00:00:00;6.52;12.12;6.06;
1;16.11.23 00:00:00;6.52;12.12;6.06;
1;17.11.23 00:00:00;6.52;12.12;6.06;
1;18.11.23 00:00:00;6.52;12.12;6.06;
1;19.11.23 00:00:00;6.52;12.12;6.06;
1;20.11.23 00:00:00;6.52;12.12;6.06;
1;21.11.23 00:00:00;6.52;12.12;6.06;
1;22.11.23 00:00:00;6.52;12.12;6.06;
1;23.11.23 00:00:00;6.52;12.12;6.06;
1;24.11.23 00:00:00;6.52;12.12;6.06;
1;25.11.23 00:00:00;6.52;12.12;6.06;
1;26.11.23 00:00:00;6.52;12.12;6.06;
1;27.11.23 00:00:00;6.52;12.12;6.06;
1;28.11.23 00:00:00;6.52;12.12;6.06;
1;29.11.23 00:00:00;6.52;12.12;6.06;
1;30.11.23 00:00:00;6.52;12.12;6.06;
1;01.12.23 00:00:00;6.52;12.12;6.06;
1;02.12.23 00:00:00;6.52;12.12;6.06;
1;03.12.23 00:00:00;6.52;12.12;6.06;
1;04.12.23 00:00:00;6.52;12.12;6.06;
1;05.12.23 00:00:00;6.52;12.12;6.06;
1;06.12.23 00:00:00;6.52;12.12;6.06;
1;07.12.23 00:00:00;6.52;12.12;6.06;
1;08.12.23 00:00:00;6.52;12.12;6.06;
1;09.12.23 00:00:00;6.52;12.12;6.06;
1;10.12.23 00:00:00;6.52;12.12;6.06;
1;11.12.23 00:00:00;6.52;12.12;6.06;
1;12.12.23 00:00:00;6.52;12.12;6.06;
1;13.12.23 00:00:00;6.52;12.12;6.06;
1;14.12.23 00:00:00;6.52;12.12;6.06;
1;15.12.23 00:00:00;6.52;12.12;6.06;
1;16.12.23 00:00:00;6.52;12.12;6.06;
1;17.12.23 00:00:00;6.52;12.12;6.06;
1;18.12.23 00:00:00;6.52;12.12;6.06;
1;19.12.23 00:00:00;6.52;12.12;6.06;
1;20.12.23 00:00:00;6.52;12.12;6.06;
1;21.12.23 00:00:00;6.52;12.12;6.06;
1;22.12.23 00:00:00;6.52;12.12;6.06;
1;23.12.23 00:00:00;6.52;12.12;6.06;
1;24.12.23 00:00:00;6.52;12.12;6.06;
1;25.12.23 00:00:00;6.52;12.12;6.06;
1;26.12.23 00:00:00;6.52;12.12;6.06;
1;27.12.23 00:00:00;6.52;12.12;6.06;
1;28.12.23 00:00:00;6.52;12.12;6.06;
1;29.12.23 00:00:00;6.52;12.12;6.06;
1;30.12.23 00:00:00;6.52;12.12;6.06;
1;31.12.23 00:00:00;6.52;12.12;6.06;
